Unnamed: 0,Reaction ID,Reaction: Links to Reaxys,Data Count,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product.1,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details),References,Links to Reaxys,Yield combined,Reagents as SMILES,Reagents Not Converted,Reactants.Reagents>>Products,Reactants,Products,Reactants + Reagents
35727136;,35727136.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=52398710&database=RX&origin=ReaxysOutput&ln=,(1320 of 5000),1,76,full reaction; has preparation,4-phenylpiperidine; 5-bromo-1-methyl-3-phenyl-1H-pyrazole,1-(1-methyl-3-phenyl-1H-pyrazol-5-yl)-4-phenylpiperidine,278210,C1CC(CCN1)C1=CC=CC=C1.CN1N=C(C=C1Br)C1=CC=CC=C1>>CN1N=C(C=C1N1CCC(CC1)C1=CC=CC=C1)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,17,40,None,None,Sealed tube; Inert atmosphere,Buchwald-Hartwig Coupling,None,None,None,Experimental part,None,None,1-(1-methyl-3-phenyl-1H-pyrazol-5-yl)-4-phenylpiperidine,84 percent,84,None,None,sodium t-butanolate,None,tetrahydrofuran,"Article; Sather, Aaron C.; Martinot, Theodore A.; Organic Process Research and Development; vol. 23; 8; (2019); p. 1725 - 1739;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=77632309&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,84 percent84None,[Na+].CC(C)(C)[O-],,C1CC(CCN1)C1=CC=CC=C1.CN1N=C(C=C1Br)C1=CC=CC=C1.[Na+].CC(C)(C)[O-]>>CN1N=C(C=C1N1CCC(CC1)C1=CC=CC=C1)C1=CC=CC=C1,C1CC(CCN1)C1=CC=CC=C1.CN1N=C(C=C1Br)C1=CC=CC=C1,CN1N=C(C=C1N1CCC(CC1)C1=CC=CC=C1)C1=CC=CC=C1,C1CC(CCN1)C1=CC=CC=C1.CN1N=C(C=C1Br)C1=CC=CC=C1.[Na+].CC(C)(C)[O-]
35727137;,35727137.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=52398709&database=RX&origin=ReaxysOutput&ln=,(1146 of 5000),1,77,full reaction; has preparation,"4-phenylpiperidine; 4-bromo-2-(methylsulfanyl)-1,3-thiazole",2-(methylthio)-4-(4-phenylpiperidin-1-yl)thiazole,278188,C1CC(CCN1)C1=CC=CC=C1.CSC1=NC(Br)=CS1>>CSC1=NC(=CS1)N1CCC(CC1)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,16,40,None,None,Sealed tube; Inert atmosphere,Buchwald-Hartwig Coupling,None,None,None,Experimental part,None,None,2-(methylthio)-4-(4-phenylpiperidin-1-yl)thiazole,92 percent,92,None,None,sodium t-butanolate,None,tetrahydrofuran,"Article; Sather, Aaron C.; Martinot, Theodore A.; Organic Process Research and Development; vol. 23; 8; (2019); p. 1725 - 1739;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=77632309&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,92 percent92None,[Na+].CC(C)(C)[O-],,C1CC(CCN1)C1=CC=CC=C1.CSC1=NC(Br)=CS1.[Na+].CC(C)(C)[O-]>>CSC1=NC(=CS1)N1CCC(CC1)C1=CC=CC=C1,C1CC(CCN1)C1=CC=CC=C1.CSC1=NC(Br)=CS1,CSC1=NC(=CS1)N1CCC(CC1)C1=CC=CC=C1,C1CC(CCN1)C1=CC=CC=C1.CSC1=NC(Br)=CS1.[Na+].CC(C)(C)[O-]
38166218;,38166218.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=52398704&database=RX&origin=ReaxysOutput&ln=,(1319 of 5000),1,76,full reaction; has preparation,4-phenylpiperidine; 3-bromo-4-fluoro-1-(tetrahydro-2Hpyran-2-yl)-1H-indazole,4-fluoro-3-(4-phenylpiperidin-1-yl)-1-(tetrahydro-2Hpyran-2-yl)-1H-indazole,278197,C1CC(CCN1)C1=CC=CC=C1.FC1=CC=CC2=C1C(Br)=NN2C1CCCCO1>>FC1=CC=CC2=C1C(=NN2C1CCCCO1)N1CCC(CC1)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,18,40,None,None,Sealed tube; Inert atmosphere,Buchwald-Hartwig Coupling,None,None,None,Experimental part,None,None,4-fluoro-3-(4-phenylpiperidin-1-yl)-1-(tetrahydro-2Hpyran-2-yl)-1H-indazole,77 percent,77,None,None,sodium t-butanolate,None,tetrahydrofuran,"Article; Sather, Aaron C.; Martinot, Theodore A.; Organic Process Research and Development; vol. 23; 8; (2019); p. 1725 - 1739;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=77632309&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,77 percent77None,[Na+].CC(C)(C)[O-],,C1CC(CCN1)C1=CC=CC=C1.FC1=CC=CC2=C1C(Br)=NN2C1CCCCO1.[Na+].CC(C)(C)[O-]>>FC1=CC=CC2=C1C(=NN2C1CCCCO1)N1CCC(CC1)C1=CC=CC=C1,C1CC(CCN1)C1=CC=CC=C1.FC1=CC=CC2=C1C(Br)=NN2C1CCCCO1,FC1=CC=CC2=C1C(=NN2C1CCCCO1)N1CCC(CC1)C1=CC=CC=C1,C1CC(CCN1)C1=CC=CC=C1.FC1=CC=CC2=C1C(Br)=NN2C1CCCCO1.[Na+].CC(C)(C)[O-]
31426007;,31426007.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=35191169&database=RX&origin=ReaxysOutput&ln=,(579 of 2710),2,74,full reaction; has preparation,"2,3-dihydro-2H-furan; 2-ethylphenylhydrazine hydrochloride",7-ethyl-2-(1H-indol-3-yl)ethan-1-ol; C12H18N2O,153295; 276051,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN>>CCC1=CC=CC2=C1NC=C2CCO.CCC1=C(NN=CCCCO)C=CC=C1,Preparation,None,None,None,1,None,None,None,None,0.25,130,None,None,Microwave irradiation,Fischer Indole Synthesis,None,Solvent; Reagent/catalyst; Concentration,None,Experimental part,None,None,7-ethyl-2-(1H-indol-3-yl)ethan-1-ol; C12H18N2O,84 percent; 6 percent,84; 6,None,None,sodium hydrogencarbonate,None,water,"Article; Gutmann, Bernhard; Gottsponer, Michael; Elsner, Petteri; Cantillo, David; Roberge, Dominique M.; Kappe, C. Oliver; Organic Process Research and Development; vol. 17; 2; (2013); p. 294 - 302;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=35476800&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,84 percent; 6 percent84; 6None,[Na+].OC([O-])=O,,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.[Na+].OC([O-])=O>>CCC1=CC=CC2=C1NC=C2CCO.CCC1=C(NN=CCCCO)C=CC=C1,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN,CCC1=CC=CC2=C1NC=C2CCO.CCC1=C(NN=CCCCO)C=CC=C1,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.[Na+].OC([O-])=O
23483337;,23483337.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=35191169&database=RX&origin=ReaxysOutput&ln=,(579 of 2710),2,74,full reaction; has preparation,"2,3-dihydro-2H-furan; 2-ethylphenylhydrazine hydrochloride",7-ethyl-2-(1H-indol-3-yl)ethan-1-ol; C12H18N2O,153295; 276051,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN>>CCC1=CC=CC2=C1NC=C2CCO.CCC1=C(NN=CCCCO)C=CC=C1,Preparation,None,None,None,1,None,None,None,None,0.0166667,150,None,None,Microwave irradiation,Fischer Indole Synthesis,None,Solvent; Reagent/catalyst,None,Experimental part,None,None,7-ethyl-2-(1H-indol-3-yl)ethan-1-ol; C12H18N2O,25 percent; 56 percent,25; 56,None,None,sulfuric acid,None,tert-butyl methyl ether; water,"Article; Gutmann, Bernhard; Gottsponer, Michael; Elsner, Petteri; Cantillo, David; Roberge, Dominique M.; Kappe, C. Oliver; Organic Process Research and Development; vol. 17; 2; (2013); p. 294 - 302;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=35476800&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,25 percent; 56 percent25; 56None,O[S](O)(=O)=O,,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.O[S](O)(=O)=O>>CCC1=CC=CC2=C1NC=C2CCO.CCC1=C(NN=CCCCO)C=CC=C1,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN,CCC1=CC=CC2=C1NC=C2CCO.CCC1=C(NN=CCCCO)C=CC=C1,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.O[S](O)(=O)=O
29250380;,29250380.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=34789399&database=RX&origin=ReaxysOutput&ln=,(357 of 2710),3,80,full reaction; has preparation,"2,3-dihydro-2H-furan; 2-ethylphenylhydrazine hydrochloride",7-ethyl-2-(1H-indol-3-yl)ethan-1-ol,276051,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN>>CCC1=CC=CC2=C1NC=C2CCO,Preparation,None,None,None,1,None,None,None,None,0.833333,130,None,None,Microwave irradiation,Fischer Indole Synthesis,None,Reagent/catalyst; Solvent; Concentration,None,Experimental part,None,None,7-ethyl-2-(1H-indol-3-yl)ethan-1-ol,85 percent,85,None,None,sodium hydrogencarbonate,None,water,"Article; Gutmann, Bernhard; Gottsponer, Michael; Elsner, Petteri; Cantillo, David; Roberge, Dominique M.; Kappe, C. Oliver; Organic Process Research and Development; vol. 17; 2; (2013); p. 294 - 302;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=35476800&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,85 percent85None,[Na+].OC([O-])=O,,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.[Na+].OC([O-])=O>>CCC1=CC=CC2=C1NC=C2CCO,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN,CCC1=CC=CC2=C1NC=C2CCO,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.[Na+].OC([O-])=O
570993;,570993.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=34789399&database=RX&origin=ReaxysOutput&ln=,(357 of 2710),3,80,full reaction; has preparation,"2,3-dihydro-2H-furan; 2-ethylphenylhydrazine hydrochloride",7-ethyl-2-(1H-indol-3-yl)ethan-1-ol,276051,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN>>CCC1=CC=CC2=C1NC=C2CCO,Preparation,None,None,None,1,None,None,2.0,None,0.00666667; 0.0616667,115; 115,None,None,Flow reactor; Flow reactor,Fischer Indole Synthesis,None,Concentration; Temperature; Time; Pressure,None,Experimental part,None,None,7-ethyl-2-(1H-indol-3-yl)ethan-1-ol,50 percent,50,None,"2,3-dihydro-2H-furan; 2-ethylphenylhydrazine hydrochloride",hydrogenchloride; sodium hydroxide; sulfuric acid,None,water; ethylene glycol,"Article; Gutmann, Bernhard; Gottsponer, Michael; Elsner, Petteri; Cantillo, David; Roberge, Dominique M.; Kappe, C. Oliver; Organic Process Research and Development; vol. 17; 2; (2013); p. 294 - 302;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=35476800&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,50 percent50None,Cl.[OH-].[Na+].O[S](O)(=O)=O,,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.Cl.[OH-].[Na+].O[S](O)(=O)=O>>CCC1=CC=CC2=C1NC=C2CCO,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN,CCC1=CC=CC2=C1NC=C2CCO,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.Cl.[OH-].[Na+].O[S](O)(=O)=O
31084991;,31084991.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=35191167&database=RX&origin=ReaxysOutput&ln=,(540 of 2710),1,75,full reaction; has preparation,"2,3-dihydro-2H-furan; 2-ethylphenylhydrazine hydrochloride",7-ethyl-2-(1H-indol-3-yl)ethan-1-ol; C28H36N2O3,276051; 274377,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN>>CCC1=CC=CC2=C1NC=C2CCO.CCC1=C2NC(C(CCCO)C3=C(CCO)C4=CC=CC(CC)=C4N3)=C(CCO)C2=CC=C1,Preparation,None,None,None,1,None,None,None,None,0.0833333,130,None,None,Microwave irradiation,Fischer Indole Synthesis,None,Solvent,None,Experimental part,None,None,7-ethyl-2-(1H-indol-3-yl)ethan-1-ol; C28H36N2O3,78 percent; 10 percent,78; 10,None,None,sulfuric acid,None,water,"Article; Gutmann, Bernhard; Gottsponer, Michael; Elsner, Petteri; Cantillo, David; Roberge, Dominique M.; Kappe, C. Oliver; Organic Process Research and Development; vol. 17; 2; (2013); p. 294 - 302;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=35476800&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,78 percent; 10 percent78; 10None,O[S](O)(=O)=O,,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.O[S](O)(=O)=O>>CCC1=CC=CC2=C1NC=C2CCO.CCC1=C2NC(C(CCCO)C3=C(CCO)C4=CC=CC(CC)=C4N3)=C(CCO)C2=CC=C1,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN,CCC1=CC=CC2=C1NC=C2CCO.CCC1=C2NC(C(CCCO)C3=C(CCO)C4=CC=CC(CC)=C4N3)=C(CCO)C2=CC=C1,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.O[S](O)(=O)=O
32175895;,32175895.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=35191168&database=RX&origin=ReaxysOutput&ln=,(578 of 2710),1,74,full reaction; has preparation,"2,3-dihydro-2H-furan; 2-ethylphenylhydrazine hydrochloride",7-ethyl-2-(1H-indol-3-yl)ethan-1-ol; C28H36N2O3; C12H18N2O,153295; 276051; 274377,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN>>CCC1=CC=CC2=C1NC=C2CCO.CCC1=C2NC(C(CCCO)C3=C(CCO)C4=CC=CC(CC)=C4N3)=C(CCO)C2=CC=C1.CCC1=C(NN=CCCCO)C=CC=C1,Preparation,None,None,None,1,None,None,None,None,0.0833333,130,None,None,Microwave irradiation,Fischer Indole Synthesis,None,None,None,Experimental part,None,None,7-ethyl-2-(1H-indol-3-yl)ethan-1-ol; C28H36N2O3; C12H18N2O,78 percent; 6 percent; 7 percent,78; 6; 7,None,None,sulfuric acid,None,tetrahydrofuran; water,"Article; Gutmann, Bernhard; Gottsponer, Michael; Elsner, Petteri; Cantillo, David; Roberge, Dominique M.; Kappe, C. Oliver; Organic Process Research and Development; vol. 17; 2; (2013); p. 294 - 302;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=35476800&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,78 percent; 6 percent; 7 percent78; 6; 7None,O[S](O)(=O)=O,,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.O[S](O)(=O)=O>>CCC1=CC=CC2=C1NC=C2CCO.CCC1=C2NC(C(CCCO)C3=C(CCO)C4=CC=CC(CC)=C4N3)=C(CCO)C2=CC=C1.CCC1=C(NN=CCCCO)C=CC=C1,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN,CCC1=CC=CC2=C1NC=C2CCO.CCC1=C2NC(C(CCCO)C3=C(CCO)C4=CC=CC(CC)=C4N3)=C(CCO)C2=CC=C1.CCC1=C(NN=CCCCO)C=CC=C1,C1CC=CO1.Cl[H].CCC1=CC=CC=C1NN.O[S](O)(=O)=O
570100;,570100.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=25756187&database=RX&origin=ReaxysOutput&ln=,(464 of 5000),10,90,full reaction; has preparation,cyclopropylphenylsulfide; Ethyl oxalyl chloride,ethyl 2-(4-cyclopropylsulfanylphenyl)-2-oxoacetate,292572,C1CC1SC1=CC=CC=C1.CCOC(=O)C(Cl)=O>>CCOC(=O)C(=O)C1=CC=C(SC2CC2)C=C1,Preparation,None,None,None,1,None,None,2.0,None,2,0 - 5; 0 - 5,None,None,Large scale reaction; Large scale reaction,Friedel Crafts acylation,None,None,None,None,experimental part,None,ethyl 2-(4-cyclopropylsulfanylphenyl)-2-oxoacetate,85.5 percent,85.5,None,Ethyl oxalyl chloride; cyclopropylphenylsulfide,aluminum (III) chloride,None,dichloromethane; dichloromethane,"Article; Magnus, Nicholas A.; Braden, Timothy M.; Buser, Jonas Y.; Debaillie, Amy C.; Heath, Perry C.; Ley, Christopher P.; Remacle, Jacob R.; Varie, David L.; Wilson, Thomas M.; Organic Process Research and Development; vol. 16; 5; (2012); p. 830 - 835;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20172229&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,85.5 percent85.5None,[Al+3].[Cl-].[Cl-].[Cl-],,C1CC1SC1=CC=CC=C1.CCOC(=O)C(Cl)=O.[Al+3].[Cl-].[Cl-].[Cl-]>>CCOC(=O)C(=O)C1=CC=C(SC2CC2)C=C1,C1CC1SC1=CC=CC=C1.CCOC(=O)C(Cl)=O,CCOC(=O)C(=O)C1=CC=C(SC2CC2)C=C1,C1CC1SC1=CC=CC=C1.CCOC(=O)C(Cl)=O.[Al+3].[Cl-].[Cl-].[Cl-]
37656941;,37656941.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=73054&database=RX&origin=ReaxysOutput&ln=,(6 of 5000),13,105,full reaction; has preparation,2.3-dihydrobenzofuran; acetyl chloride,"1-(2,3-dihydrobenzofuran-5-yl)ethanone",292675,C1CC2=CC=CC=C2O1.CC(Cl)=O>>CC(=O)C1=CC=C2OCCC2=C1,Preparation,None,None,None,1,None,None,2.0,None,0.5; 0.5,0 - 5; 0 - 5,None,None,Inert atmosphere; Inert atmosphere,Friedel-Crafts Acylation,None,None,None,Experimental part,None,None,"1-(2,3-dihydrobenzofuran-5-yl)ethanone",85 percent,85,None,2.3-dihydrobenzofuran; acetyl chloride,aluminum (III) chloride,None,dichloromethane; dichloromethane,"Article; Pramanik, Chinmoy; Bapat, Kiran; Chaudhari, Ashok; Tripathy, Narendra K.; Gurjar, Mukund K.; Organic Process Research and Development; vol. 16; 10; (2012); p. 1591 - 1597;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=35449276&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,85 percent85None,[Al+3].[Cl-].[Cl-].[Cl-],,C1CC2=CC=CC=C2O1.CC(Cl)=O.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(=O)C1=CC=C2OCCC2=C1,C1CC2=CC=CC=C2O1.CC(Cl)=O,CC(=O)C1=CC=C2OCCC2=C1,C1CC2=CC=CC=C2O1.CC(Cl)=O.[Al+3].[Cl-].[Cl-].[Cl-]
34577580;,34577580.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=52398745&database=RX&origin=ReaxysOutput&ln=,(1148 of 5000),1,77,full reaction; has preparation,"octahydro-1H-pyrido[1,2-a]pyrazine; 4-bromo-1-phenyl-1H-pyrazole","2-(1-phenyl-1H-pyrazol-4-yl)octahydro-2H-pyrido[1,2-a]pyrazine",278223,C1CCN2CCNCC2C1.BrC1=CN(N=C1)C1=CC=CC=C1>>C1CCN2CCN(CC2C1)C1=CN(N=C1)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,16,40,None,None,Sealed tube; Inert atmosphere,Buchwald-Hartwig Coupling,None,None,None,Experimental part,None,None,"2-(1-phenyl-1H-pyrazol-4-yl)octahydro-2H-pyrido[1,2-a]pyrazine",86 percent,86,None,None,sodium t-butanolate,None,tetrahydrofuran,"Article; Sather, Aaron C.; Martinot, Theodore A.; Organic Process Research and Development; vol. 23; 8; (2019); p. 1725 - 1739;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=77632309&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,86 percent86None,[Na+].CC(C)(C)[O-],,C1CCN2CCNCC2C1.BrC1=CN(N=C1)C1=CC=CC=C1.[Na+].CC(C)(C)[O-]>>C1CCN2CCN(CC2C1)C1=CN(N=C1)C1=CC=CC=C1,C1CCN2CCNCC2C1.BrC1=CN(N=C1)C1=CC=CC=C1,C1CCN2CCN(CC2C1)C1=CN(N=C1)C1=CC=CC=C1,C1CCN2CCNCC2C1.BrC1=CN(N=C1)C1=CC=CC=C1.[Na+].CC(C)(C)[O-]
50744391;,50744391.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=37448534&database=RX&origin=ReaxysOutput&ln=,(266 of 5000),3,93,full reaction; has preparation,pyrrolidine; formaldehyd; 4-nitro-phenol,"4-nitro-2,6-bis(1-tetrahydropyrrolylmethyl)phenol bishydrochloride",106113,C1CCNC1.C=O.OC1=CC=C(C=C1)N(=O)=O.C1CCNC1.C=O>>Cl.OC1=C(CN2CCCC2)C=C(C=C1CN1CCCC1)N(=O)=O,Preparation,None,None,None,1,None,None,2.0,None,3,20 - 90; 5,None,None,Large scale; Large scale,Mannich Aminomethylation,None,Solvent; Temperature,None,Experimental part,None,None,"4-nitro-2,6-bis(1-tetrahydropyrrolylmethyl)phenol bishydrochloride",82 percent,82,None,pyrrolidine; formaldehyd; 4-nitro-phenol,hydrogenchloride,None,isopropyl alcohol; methanol; isopropyl alcohol,"Article; Liu, Yu; Zhang, Zixue; Wu, Anfei; Yang, Xiaoli; Zhu, Yong; Zhao, Nan; Organic Process Research and Development; vol. 18; 2; (2014); p. 349 - 353;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=62778338&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,82 percent82None,Cl,,C1CCNC1.C=O.OC1=CC=C(C=C1)N(=O)=O.C1CCNC1.C=O.Cl>>Cl.OC1=C(CN2CCCC2)C=C(C=C1CN1CCCC1)N(=O)=O,C1CCNC1.C=O.OC1=CC=C(C=C1)N(=O)=O.C1CCNC1.C=O,Cl.OC1=C(CN2CCCC2)C=C(C=C1CN1CCCC1)N(=O)=O,C1CCNC1.C=O.OC1=CC=C(C=C1)N(=O)=O.C1CCNC1.C=O.Cl
42694240;,42694240.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=33579366&database=RX&origin=ReaxysOutput&ln=,(1112 of 5000),1,75,full reaction; has preparation,"morpholine; 7-bromo-2-methyl-1,4-dihydro-2H-isoquinolin-3-one","2-methyl-7-morpholino-1,2-dihydroisoquinolin-3(4H)-one",277900,C1COCCN1.CN1CC2=C(CC1=O)C=CC(Br)=C2>>CN1CC2=C(CC1=O)C=CC(=C2)N1CCOCC1,Preparation,None,None,None,1,None,None,None,None,30,85,None,None,Large scale reaction,Buchwald-Hartwig coupling,None,None,None,None,experimental part,None,"2-methyl-7-morpholino-1,2-dihydroisoquinolin-3(4H)-one",68 percent,68,None,None,copper(l) iodide; potassium carbonate; L-proline,None,dimethyl sulfoxide,"Article; Yang, Qiang; Ulysse, Luckner G.; McLaws, Mark D.; Keefe, Daniel K.; Haney, Brian P.; Zha, Congxiang; Guzzo, Peter R.; Liu, Shuang; Organic Process Research and Development; vol. 16; 3; (2012); p. 499 - 506;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20167564&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,68 percent68None,[Cu]I.[K+].[K+].[O-]C([O-])=O.OC(=O)C1CCCN1,,C1COCCN1.CN1CC2=C(CC1=O)C=CC(Br)=C2.[Cu]I.[K+].[K+].[O-]C([O-])=O.OC(=O)C1CCCN1>>CN1CC2=C(CC1=O)C=CC(=C2)N1CCOCC1,C1COCCN1.CN1CC2=C(CC1=O)C=CC(Br)=C2,CN1CC2=C(CC1=O)C=CC(=C2)N1CCOCC1,C1COCCN1.CN1CC2=C(CC1=O)C=CC(Br)=C2.[Cu]I.[K+].[K+].[O-]C([O-])=O.OC(=O)C1CCCN1
42162746;,42162746.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=33584816&database=RX&origin=ReaxysOutput&ln=,(641 of 5000),2,84,full reaction; has preparation,2-methylpropenal; 1-[2-(5-bromo-2-chlorophenyl)-2-oxoethyl]pyridinium bromide,2-(5-bromo-2-chlorophenyl)-5-methylpyridine,159715,CC(=C)C=O.[Br-].ClC1=C(C=C(Br)C=C1)C(=O)C[N+]1=CC=CC=C1>>CC1=CC=C(N=C1)C1=C(Cl)C=CC(Br)=C1,Preparation,None,None,None,1,None,None,None,None,1,10 - 30,None,None,None,Michael Addition,None,None,None,Experimental part,None,None,2-(5-bromo-2-chlorophenyl)-5-methylpyridine,93 percent,93,None,None,ammonium acetate; acetic acid,None,acetonitrile,"Article; Betti, Matteo; Castagnoli, Giulio; Panico, Alessandro; Sanna Coccone, Salvatore; Wiedenau, Paul; Organic Process Research and Development; vol. 16; 11; (2012); p. 1739 - 1745;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=35388811&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,93 percent93None,[NH4+].CC([O-])=O.CC(O)=O,,CC(=C)C=O.[Br-].ClC1=C(C=C(Br)C=C1)C(=O)C[N+]1=CC=CC=C1.[NH4+].CC([O-])=O.CC(O)=O>>CC1=CC=C(N=C1)C1=C(Cl)C=CC(Br)=C1,CC(=C)C=O.[Br-].ClC1=C(C=C(Br)C=C1)C(=O)C[N+]1=CC=CC=C1,CC1=CC=C(N=C1)C1=C(Cl)C=CC(Br)=C1,CC(=C)C=O.[Br-].ClC1=C(C=C(Br)C=C1)C(=O)C[N+]1=CC=CC=C1.[NH4+].CC([O-])=O.CC(O)=O
